GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	O60238	BNIP3L	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002689506|UniProtKB:O60238	9606	GO_Central		P
UniProtKB	O60238	BNIP3L	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:9973195		9606	UniProt		P
UniProtKB	O60706	ABCC9	involved_in	GO:0051607	defense response to virus	ECO:0000315	IMP	PMID:18026101		9606	MGI		P
UniProtKB	O60828	PQBP1	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:26046437		9606	UniProt		P
UniProtKB	O60828	PQBP1	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000314	IDA	PMID:26046437		9606	UniProt		P
UniProtKB	O75179	ANKRD17	involved_in	GO:1900245	positive regulation of MDA-5 signaling pathway	ECO:0000314	IDA	PMID:22328336		9606	UniProt		P
UniProtKB	O75179	ANKRD17	involved_in	GO:1900246	positive regulation of RIG-I signaling pathway	ECO:0000314	IDA	PMID:22328336		9606	UniProt		P
UniProtKB	O75575	CRCP	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	O75636	FCN3	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:22851708		9606	UniProt	occurs_in(UBERON:0001977)	P
UniProtKB	O75688	PPM1B	involved_in	GO:0050687	negative regulation of defense response to virus	ECO:0000315	IMP	PMID:22750291		9606	UniProt		P
UniProtKB	O75844	ZMPSTE24	involved_in	GO:0050688	regulation of defense response to virus	ECO:0000314	IDA	PMID:28246125		9606	MGI		P
UniProtKB	O75844	ZMPSTE24	involved_in	GO:0050688	regulation of defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q80W54|ensembl:ENSMUSP00000053900	9606	Ensembl		P
UniProtKB	O94826	TOMM70	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000314	IDA	PMID:20628368		9606	UniProt		P
UniProtKB	O95352	ATG7	involved_in	GO:0051607	defense response to virus	ECO:0000315	IMP	PMID:23290079		9606	CACAO		P
UniProtKB	O95760	IL33	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BVZ5|ensembl:ENSMUSP00000025724	9606	Ensembl		P
UniProtKB	O95786	DDX58	involved_in	GO:0039529	RIG-I signaling pathway	ECO:0000314	IDA	PMID:28469175		9606	UniProt		P
UniProtKB	O95786	DDX58	involved_in	GO:0140374	antiviral innate immune response	ECO:0000314	IDA	PMID:28469175		9606	UniProt		P
UniProtKB	O95786	DDX58	involved_in	GO:0039529	RIG-I signaling pathway	ECO:0000315	IMP	PMID:19211564		9606	UniProt		P
UniProtKB	O95786	DDX58	involved_in	GO:0039528	cytoplasmic pattern recognition receptor signaling pathway in response to virus	ECO:0000304	TAS	PMID:21616437		9606	UniProt		P
UniProtKB	O95786	DDX58	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000315	IMP	PMID:19609254		9606	UniProt		P
UniProtKB	O95786	DDX58	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	O95786	DDX58	involved_in	GO:0051607	defense response to virus	ECO:0000304	TAS	Reactome:R-HSA-8983711		9606	Reactome		P
UniProtKB	O95786	DDX58	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:21478870		9606	UniProt		P
UniProtKB	O95801	TTC4	involved_in	GO:0051607	defense response to virus	ECO:0000315	IMP	PMID:29251827		9606	UniProt		P
UniProtKB	O95801	TTC4	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P00973	OAS1	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2180852|PANTHER:PTN001344149|UniProtKB:P00973|UniProtKB:Q15646|UniProtKB:Q29599|UniProtKB:Q9Y6K5	9606	GO_Central		P
UniProtKB	P00973	OAS1	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	P00973	OAS1	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P00973	OAS1	involved_in	GO:0051607	defense response to virus	ECO:0000304	TAS	Reactome:R-HSA-8983711		9606	Reactome		P
UniProtKB	P00973-1	OAS1	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:19923450		9606	UniProt		P
UniProtKB	P00973-2	OAS1	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:19923450		9606	UniProt		P
UniProtKB	P01562	IFNA1	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P01563	IFNA2	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P01563	IFNA2	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:22783022		9606	BHF-UCL		P
UniProtKB	P01566	IFNA10	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P01567	IFNA7	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P01568	IFNA21	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P01569	IFNA5	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P01570	IFNA14	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P01571	IFNA17	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P01574	IFNB1	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P01574	IFNB1	involved_in	GO:0051607	defense response to virus	ECO:0000304	TAS	PMID:19416887		9606	BHF-UCL		P
UniProtKB	P01579	IFNG	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P01589	IL2RA	involved_in	GO:0050687	negative regulation of defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P26897|ensembl:ENSRNOP00000066383	9606	Ensembl		P
UniProtKB	P02778	CXCL10	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P17515|ensembl:ENSMUSP00000047646	9606	Ensembl		P
UniProtKB	P05000	IFNW1	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P05013	IFNA6	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P05014	IFNA4	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P05015	IFNA16	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P05112	IL4	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002934025|RGD:2898	9606	GO_Central		P
UniProtKB	P05161	ISG15	involved_in	GO:0051607	defense response to virus	ECO:0000315	IMP	PMID:19357168		9606	UniProt		P
UniProtKB	P05161	ISG15	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P05161	ISG15	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q64339|ensembl:ENSMUSP00000082548	9606	Ensembl		P
UniProtKB	P05231	IL6	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:3023045		9606	BHF-UCL		P
UniProtKB	P05423	POLR3D	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P07900	HSP90AA1	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000314	IDA	PMID:20628368		9606	UniProt		P
UniProtKB	P07998	RNASE1	NOT|involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:9826755		9606	UniProt		P
UniProtKB	P08575	PTPRC	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P06800|ensembl:ENSMUSP00000138350	9606	Ensembl		P
UniProtKB	P08575	PTPRC	involved_in	GO:0051607	defense response to virus	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P06800	9606	UniProt		P
UniProtKB	P09912	IFI6	involved_in	GO:0051607	defense response to virus	ECO:0000315	IMP	PMID:25757571		9606	UniProt		P
UniProtKB	P09912	IFI6	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P09913	IFIT2	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000814563|UniProtKB:E7FBH4|UniProtKB:Q13325|ZFIN:ZDB-GENE-131120-20	9606	GO_Central		P
UniProtKB	P09913	IFIT2	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P09914	IFIT1	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000814563|UniProtKB:E7FBH4|UniProtKB:Q13325|ZFIN:ZDB-GENE-131120-20	9606	GO_Central		P
UniProtKB	P09914	IFIT1	involved_in	GO:0050688	regulation of defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR024121	9606	InterPro		P
UniProtKB	P09914	IFIT1	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P0DP91	ERCC6	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000315	IMP	PMID:22483866		9606	UniProt		P
UniProtKB	P10153	RNASE2	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:9826755		9606	UniProt		P
UniProtKB	P10415	BCL2	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:10620603		9606	UniProt		P
UniProtKB	P10914	IRF1	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:21389130		9606	UniProt		P
UniProtKB	P10914	IRF1	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P10914	IRF1	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P15314|ensembl:ENSMUSP00000104548	9606	Ensembl		P
UniProtKB	P10914	IRF1	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:21478870		9606	UniProt		P
UniProtKB	P10914	IRF1	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:21478870		9606	UniProt		P
UniProtKB	P13164	IFITM1	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1913391|MGI:MGI:1915963|MGI:MGI:1933382|PANTHER:PTN000360680|UniProtKB:Q01628	9606	GO_Central		P
UniProtKB	P13164	IFITM1	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P14222	PRF1	involved_in	GO:0051607	defense response to virus	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P10820	9606	UniProt		P
UniProtKB	P14222	PRF1	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P10820|ensembl:ENSMUSP00000151354	9606	Ensembl		P
UniProtKB	P14316	IRF2	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:21478870		9606	UniProt		P
UniProtKB	P19525	EIF2AK2	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P20160	AZU1	involved_in	GO:0051607	defense response to virus	ECO:0000315	IMP	PMID:19274533		9606	UniProt		P
UniProtKB	P20591	MX1	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P20591	MX1	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:21478870		9606	UniProt		P
UniProtKB	P20592	MX2	involved_in	GO:0051607	defense response to virus	ECO:0000315	IMP	PMID:24121441		9606	UniProt		P
UniProtKB	P20592	MX2	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P21333	FLNA	involved_in	GO:0051607	defense response to virus	ECO:0000304	TAS	Reactome:R-HSA-8983711		9606	Reactome		P
UniProtKB	P21580	TNFAIP3	involved_in	GO:0050691	regulation of defense response to virus by host	ECO:0000303	NAS	PMID:15142865		9606	BHF-UCL		P
UniProtKB	P25942	CD40	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	MGI:MGI:88336|PANTHER:PTN005324942	9606	GO_Central		P
UniProtKB	P25942	CD40	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27512|ensembl:ENSMUSP00000017799	9606	Ensembl		P
UniProtKB	P29460	IL12B	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P43432|ensembl:ENSMUSP00000125867	9606	Ensembl		P
UniProtKB	P29460	IL12B	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P43432|ensembl:ENSMUSP00000125867	9606	Ensembl		P
UniProtKB	P29460	IL12B	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000314	IDA	PMID:12421946		9606	BHF-UCL		P
UniProtKB	P29460	IL12B	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9EQ14	9606	BHF-UCL		P
UniProtKB	P29590	PML	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P29590-2	PML	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000315	IMP	PMID:16873256		9606	UniProt		P
UniProtKB	P29590-4	PML	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000315	IMP	PMID:16873257		9606	UniProt		P
UniProtKB	P29728	OAS2	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2180852|PANTHER:PTN001344149|UniProtKB:P00973|UniProtKB:Q15646|UniProtKB:Q29599|UniProtKB:Q9Y6K5	9606	GO_Central		P
UniProtKB	P29728	OAS2	involved_in	GO:0051607	defense response to virus	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:E9Q9A9	9606	UniProt		P
UniProtKB	P29728	OAS2	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	P29728	OAS2	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P29728	OAS2	involved_in	GO:0051607	defense response to virus	ECO:0000304	TAS	Reactome:R-HSA-8983711		9606	Reactome		P
UniProtKB	P29728	OAS2	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:E9Q9A9|ensembl:ENSMUSP00000080209	9606	Ensembl		P
UniProtKB	P31941	APOBEC3A	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN001419581|UniProtKB:P31941|UniProtKB:Q19Q52|UniProtKB:Q6NTF7|UniProtKB:Q7YR23|UniProtKB:Q8IUX4|UniProtKB:Q96AK3|UniProtKB:Q9HC16|UniProtKB:Q9UH17	9606	GO_Central		P
UniProtKB	P31941	APOBEC3A	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:22457529		9606	UniProt		P
UniProtKB	P31941	APOBEC3A	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:21123384		9606	UniProt		P
UniProtKB	P31941	APOBEC3A	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P32455	GBP1	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P32881	IFNA8	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P35232	PHB	involved_in	GO:0039529	RIG-I signaling pathway	ECO:0000314	IDA	PMID:31522117		9606	UniProt		P
UniProtKB	P35232	PHB	involved_in	GO:0140374	antiviral innate immune response	ECO:0000314	IDA	PMID:31522117		9606	UniProt		P
UniProtKB	P39900	MMP12	involved_in	GO:0050691	regulation of defense response to virus by host	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P34960|ensembl:ENSMUSP00000005950	9606	Ensembl		P
UniProtKB	P40305	IFI27	involved_in	GO:0051607	defense response to virus	ECO:0000315	IMP	PMID:27777077		9606	UniProt		P
UniProtKB	P40305	IFI27	involved_in	GO:0051607	defense response to virus	ECO:0000315	IMP	PMID:27194766		9606	UniProt		P
UniProtKB	P40305	IFI27	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P40933	IL15	involved_in	GO:0050691	regulation of defense response to virus by host	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48346|ensembl:ENSMUSP00000034148	9606	Ensembl		P
UniProtKB	P41145	OPRK1	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:8755601		9606	UniProt		P
UniProtKB	P41238	APOBEC1	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P38483|ensembl:ENSRNOP00000020735	9606	Ensembl		P
UniProtKB	P42224	STAT1	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:28753426		9606	UniProt		P
UniProtKB	P42224	STAT1	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P42224	STAT1	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000316	IGI	PMID:26479788	UniProtKB:Q8IXQ6,UniProtKB:Q8TDB6	9606	UniProt	happens_during(GO:0071346)|happens_during(GO:0035458)	P
UniProtKB	P42224	STAT1	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000315	IMP	PMID:26479788		9606	UniProt		P
UniProtKB	P42701	IL12RB1	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000314	IDA	PMID:12421946		9606	BHF-UCL		P
UniProtKB	P42701	IL12RB1	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9EQ14	9606	BHF-UCL		P
UniProtKB	P48551	IFNAR2	involved_in	GO:0051607	defense response to virus	ECO:0000315	IMP	PMID:26424569		9606	UniProt		P
UniProtKB	P52630	STAT2	involved_in	GO:0051607	defense response to virus	ECO:0000315	IMP	PMID:23391734		9606	UniProt		P
UniProtKB	P52630	STAT2	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P55085	F2RL1	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:19494303		9606	UniProt		P
UniProtKB	P55085	F2RL1	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:18453611		9606	UniProt		P
UniProtKB	P55085	F2RL1	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P55086|ensembl:ENSMUSP00000022185	9606	Ensembl		P
UniProtKB	P55265	ADAR	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P59665	DEFA1	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P59666	DEFA3	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	P61221	ABCE1	involved_in	GO:0051607	defense response to virus	ECO:0000304	TAS	Reactome:R-HSA-8983711		9606	Reactome		P
UniProtKB	P78310-3	CXADR	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:14978041		9606	UniProt		P
UniProtKB	P78310-4	CXADR	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:14978041		9606	UniProt		P
UniProtKB	P78310-5	CXADR	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:14978041		9606	UniProt		P
UniProtKB	P78563	ADARB1	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	Q00978	IRF9	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	Q01628	IFITM3	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1913391|MGI:MGI:1915963|MGI:MGI:1933382|PANTHER:PTN000360680|UniProtKB:Q01628	9606	GO_Central		P
UniProtKB	Q01628	IFITM3	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	Q01628	IFITM3	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:21478870		9606	UniProt		P
UniProtKB	Q01628	IFITM3	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:21478870		9606	UniProt		P
UniProtKB	Q01629	IFITM2	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1913391|MGI:MGI:1915963|MGI:MGI:1933382|PANTHER:PTN000360680|UniProtKB:Q01628	9606	GO_Central		P
UniProtKB	Q01629	IFITM2	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	Q04206	RELA	involved_in	GO:0051607	defense response to virus	ECO:0000303	NAS	PMID:8717528		9606	UniProt		P
UniProtKB	Q05823	RNASEL	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN001192141|UniProtKB:Q05823	9606	GO_Central		P
UniProtKB	Q05823	RNASEL	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	Q05823	RNASEL	involved_in	GO:0051607	defense response to virus	ECO:0000304	TAS	Reactome:R-HSA-8983711		9606	Reactome		P
UniProtKB	Q05823	RNASEL	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:19923450		9606	UniProt		P
UniProtKB	Q05JX5	Q05JX5	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	Q05JX5	Q05JX5	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001376779	9606	UniProt		P
UniProtKB	Q07021	C1QBP	involved_in	GO:0039536	negative regulation of RIG-I signaling pathway	ECO:0000314	IDA	PMID:19164550		9606	UniProt		P
UniProtKB	Q07021	C1QBP	involved_in	GO:0039534	negative regulation of MDA-5 signaling pathway	ECO:0000314	IDA	PMID:19164550		9606	UniProt		P
UniProtKB	Q07021	C1QBP	involved_in	GO:0050687	negative regulation of defense response to virus	ECO:0000315	IMP	PMID:19164550		9606	UniProt		P
UniProtKB	Q07325	CXCL9	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P18340|ensembl:ENSMUSP00000108716	9606	Ensembl		P
UniProtKB	Q07817	BCL2L1	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:17428862		9606	DIBU		P
UniProtKB	Q08211	DHX9	involved_in	GO:0050691	regulation of defense response to virus by host	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O70133	9606	UniProt		P
UniProtKB	Q08334	IL10RB	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	Q10589	BST2	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000390342|UniProtKB:Q10589	9606	GO_Central		P
UniProtKB	Q10589	BST2	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:20399176		9606	UniProt		P
UniProtKB	Q10589	BST2	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR024886	9606	InterPro		P
UniProtKB	Q10589	BST2	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	Q12891	HYAL2	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35632|ensembl:ENSMUSP00000141280	9606	Ensembl		P
UniProtKB	Q12904	AIMP1	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q4G079|ensembl:ENSRNOP00000015213	9606	Ensembl		P
UniProtKB	Q12906	ILF3	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	Q12983	BNIP3	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:9973195		9606	UniProt		P
UniProtKB	Q13114	TRAF3	involved_in	GO:0050688	regulation of defense response to virus	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q60803	9606	UniProt		P
UniProtKB	Q13114	TRAF3	involved_in	GO:0050688	regulation of defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027128|InterPro:IPR037304	9606	InterPro		P
